,location,price,bathrooms,car_parks,property_type,furnishing,main_rooms,extra_room,corner,size
12211,Cheras,2800000,3.0,4.0,Bungalow,unfurnished,5,0,False,10500.0
12212,Ampang Hilir,680000,2.0,1.0,Condominium,fully,3,1,False,1300.0
12214,Bukit Jalil,460000,2.0,1.0,Condominium,partly,3,0,False,1252.0
12216,Bukit Jalil,1150000,4.0,2.0,3-sty Terrace/Link House (Intermediate),partly,5,2,False,1720.0
12221,Bukit Tunku (Kenny Hills),1490000,3.0,1.0,Condominium,fully,3,0,False,1680.0
12228,KLCC,1400000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,1380.0
12229,KLCC,1278888,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,880.0
12231,KLCC,1000000,2.0,1.0,Serviced Residence (Intermediate),fully,2,1,False,811.0
12232,Mont Kiara,1600000,3.0,2.0,Condominium,partly,3,0,False,2201.0
12233,Mont Kiara,1450000,5.0,2.0,Condominium,partly,3,1,False,3200.0
12235,Mont Kiara,900000,3.0,2.0,Condominium,fully,2,1,False,1280.0
12236,Damansara Heights,12000000,5.0,3.0,Bungalow,partly,5,2,False,11400.0
12237,Bangsar,18000000,6.0,10.0,Bungalow,fully,5,2,False,21000.0
12239,Damansara Heights,1570050,3.0,2.0,Serviced Residence,partly,1,1,False,1163.0
12240,Damansara Heights,1500000,1.0,1.0,Serviced Residence,partly,1,0,False,904.0
12241,Sungai Besi,2380000,5.0,2.0,Semi-detached House (Intermediate),unfurnished,4,1,False,80.0
12242,Taman Desa,2850000,5.0,2.0,3-sty Terrace/Link House (Corner),partly,4,1,True,4068.0
12243,Sungai Besi,1350000,5.0,3.0,3-sty Terrace/Link House (Intermediate),partly,6,0,False,80.0
12244,Jalan Klang Lama (Old Klang Road),520000,2.0,1.0,Serviced Residence,fully,1,0,False,775.0
12245,Bangsar,5500000,5.0,3.0,Bungalow,partly,4,1,False,6000.0
12246,Sungai Besi,350000,3.0,2.0,Serviced Residence (Corner),fully,3,0,True,1045.0
12247,Jalan Kuching,538000,2.0,2.0,Serviced Residence (Corner),unfurnished,3,1,True,1129.0
12248,Setiawangsa,358000,2.0,1.0,Apartment (Corner),fully,3,0,True,998.0
12249,Cheras,415000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,926.0
12250,Jalan Klang Lama (Old Klang Road),2100000,3.0,3.0,Semi-detached House (Intermediate),fully,6,1,False,3300.0
12251,Jalan Klang Lama (Old Klang Road),435000,2.0,1.0,Condominium (Corner),fully,3,1,True,1270.0
12252,Jalan Klang Lama (Old Klang Road),480000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,1380.0
12253,Kepong,610000,2.0,3.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,65.0
12254,Kepong,638000,1.0,3.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,65.0
12255,Kepong,683000,2.0,3.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,80.0
12256,Kepong,800000,2.0,5.0,1-sty Terrace/Link House (Intermediate),partly,4,0,False,106.0
12258,Setapak,1800000,5.0,3.0,3-sty Terrace/Link House (Intermediate),fully,5,1,False,100.0
12261,Kepong,1100000,2.0,2.0,1-sty Terrace/Link House (Corner),unfurnished,3,0,True,65.0
12266,Kepong,850000,3.0,2.0,2-sty Terrace/Link House (EndLot),unfurnished,4,0,False,70.0
12267,Kepong,1180000,3.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,85.0
12270,Kepong,800000,3.0,2.0,2-sty Terrace/Link House (Intermediate),fully,4,0,False,65.0
12272,Kepong,750000,2.0,2.0,1-sty Terrace/Link House (EndLot),partly,3,0,False,70.0
12273,Kepong,1150000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,80.0
12279,Mont Kiara,2680000,5.0,3.0,Condominium (Intermediate),partly,4,1,False,2973.0
12280,Mont Kiara,1700000,4.0,2.0,Condominium (Intermediate),fully,3,1,False,2073.0
12281,Mont Kiara,1700000,4.0,2.0,Condominium (Intermediate),partly,3,1,False,1878.0
12283,Mont Kiara,1150000,2.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,910.0
12285,Mont Kiara,720000,1.0,1.0,Serviced Residence (SOHO),partly,1,1,False,676.0
12286,Mont Kiara,1260000,2.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,1029.0
12287,Mont Kiara,1100000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,896.0
12289,Segambut,480000,2.0,1.0,2.5-sty Terrace/Link House (Intermediate),fully,3,0,False,43.0
12292,Kepong,318000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,825.0
12293,KLCC,1900000,2.0,2.0,Serviced Residence (Duplex),fully,3,0,False,1426.0
12294,City Centre,1990000,4.0,3.0,Condominium (Corner),fully,4,1,True,3203.0
12295,KLCC,2750000,5.0,3.0,Condominium (Intermediate),partly,3,1,False,3439.0
12296,Puchong,3880000,6.0,6.0,Bungalow (Corner),partly,6,0,True,4000.0
12297,City Centre,650000,2.0,1.0,Condominium (Corner),partly,3,1,True,1500.0
12299,Desa ParkCity,1080000,1.0,2.0,Condominium (Intermediate),partly,2,0,False,1034.0
12303,KLCC,1996000,2.0,1.0,Serviced Residence,fully,3,0,False,1426.0
12304,KLCC,1925000,2.0,1.0,Serviced Residence (Duplex),fully,3,0,False,1426.0
12305,KLCC,1830000,3.0,2.0,Serviced Residence (Corner),fully,3,0,True,1426.0
12306,Bangsar South,1300000,3.0,1.0,Serviced Residence (Corner),partly,3,1,True,1346.0
12307,Bangsar South,1310000,3.0,1.0,Serviced Residence (Corner),partly,3,1,True,1409.0
12308,Bangsar South,1200000,2.0,1.0,Serviced Residence (Corner),partly,2,1,True,1145.0
12309,Sentul,700000,2.0,1.0,Condominium (Corner),fully,3,0,True,1345.0
12312,Mont Kiara,1100000,1.0,1.0,Serviced Residence (SOHO),partly,1,1,False,1431.0
12313,Setapak,660000,2.0,2.0,Condominium (EndLot),partly,3,1,False,1362.0
12314,Mont Kiara,2360000,5.0,3.0,Condominium,partly,4,1,False,2973.0
12315,Bukit Jalil,830000,3.0,2.0,Condominium (EndLot),unfurnished,3,1,False,1335.0
12316,Pandan Jaya,900000,3.0,3.0,2-sty Terrace/Link House (EndLot),partly,4,0,False,2250.0
12317,Sri Hartamas,2900000,6.0,3.0,Condominium (Corner),fully,4,1,True,3660.0
12318,Sri Hartamas,3200000,6.0,3.0,Condominium (Corner),fully,4,1,True,3983.0
12319,City Centre,1500000,4.0,1.0,Condominium (Corner),fully,3,1,True,1900.0
12320,Taman Desa,530000,2.0,1.0,Condominium (Intermediate),fully,2,0,False,907.0
12321,Bangsar,1500000,2.0,2.0,Condominium,fully,3,1,False,1511.0
12322,Dutamas,600000,2.0,1.0,Condominium (Corner),fully,3,0,True,1450.0
12325,Taman Desa,470000,2.0,1.0,Condominium,partly,3,0,False,1210.0
12326,City Centre,4280000,5.0,2.0,Condominium (Corner),partly,4,1,True,3700.0
12327,Taman Desa,400000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,934.0
12328,Taman Desa,400000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,934.0
12329,Taman Desa,520000,2.0,1.0,Condominium (Corner),partly,3,1,True,1210.0
12330,City Centre,1180000,3.0,1.0,Condominium,fully,3,1,False,1806.0
12331,Taman Desa,3400000,6.0,8.0,2.5-sty Terrace/Link House (Corner),partly,7,0,True,5834.0
12333,Cheras,1400000,5.0,2.0,3-sty Terrace/Link House (Corner),partly,6,0,True,3078.0
12334,Desa Pandan,1080000,2.0,2.0,Serviced Residence (Intermediate),fully,2,0,False,1410.0
12335,Mont Kiara,820000,2.0,1.0,Condominium (Intermediate),fully,2,0,False,1280.0
12336,Mont Kiara,1120000,3.0,2.0,Serviced Residence (Corner),fully,3,1,True,1650.0
12338,Batu Caves,850000,2.0,2.0,Serviced Residence,unfurnished,3,0,False,1109.0
12349,Jalan Klang Lama (Old Klang Road),410000,2.0,1.0,Condominium (Corner),partly,3,0,True,1259.0
12350,Mont Kiara,1170000,3.0,2.0,Condominium,fully,3,1,False,1605.0
12351,Bangsar,980000,2.0,1.0,Condominium,fully,2,0,False,1088.0
12352,Taman Tun Dr Ismail,5350000,8.0,3.0,Bungalow,fully,6,0,False,7200.0
12353,Cheras,230000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,800.0
12354,Jalan Klang Lama (Old Klang Road),365000,2.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,775.0
12355,Mont Kiara,1750000,4.0,3.0,Condominium,fully,3,1,False,2670.0
12356,Sungai Besi,470000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1074.0
12357,Sungai Besi,550000,1.0,1.0,Serviced Residence,fully,1,0,False,780.0
12358,Bandar Menjalara,449000,2.0,1.0,Serviced Residence (Corner),partly,3,0,True,918.0
12360,Wangsa Maju,259000,2.0,1.0,Flat,partly,3,0,False,683.0
12366,KLCC,1950000,2.0,1.0,Serviced Residence (Intermediate),partly,1,1,False,1076.0
12367,Ampang Hilir,2590000,6.0,7.0,Condominium (Triplex),partly,5,0,False,6081.0
12368,Wangsa Maju,480000,1.0,2.0,Condominium (Intermediate),fully,2,0,False,900.0
12370,Cheras,618000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
12371,Bandar Damai Perdana,618000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
12372,Cheras,1148000,5.0,6.0,2-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,1800.0
12373,Cheras,1148000,5.0,6.0,3-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,1800.0
12374,Bandar Damai Perdana,900000,5.0,2.0,2-sty Terrace/Link House (Intermediate),partly,5,0,False,1800.0
12375,Cheras,900000,5.0,2.0,2-sty Terrace/Link House (Intermediate),partly,5,0,False,1800.0
12376,Cheras,755000,3.0,6.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1200.0
12377,Cheras,755000,3.0,6.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1200.0
12378,Bandar Damai Perdana,655000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1170.0
12379,Cheras,755000,3.0,6.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1200.0
12380,Wangsa Maju,550000,2.0,1.0,Apartment (Corner),fully,4,0,True,1940.0
12381,Jalan Klang Lama (Old Klang Road),420000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,920.0
12382,Mont Kiara,700000,2.0,1.0,Serviced Residence,partly,3,0,False,1248.0
12383,Segambut,2000000,6.0,4.0,3-sty Terrace/Link House (Intermediate),partly,5,0,False,101.0
12385,KLCC,3000000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1195.0
12387,Kuchai Lama,1300000,3.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,70.0
12390,Bangsar,6900000,7.0,6.0,Bungalow (Intermediate),unfurnished,5,1,False,6846.0
12391,Sri Hartamas,3400000,6.0,3.0,Condominium (Corner),partly,4,1,True,732.0
12392,Sri Hartamas,3750000,9.0,4.0,Condominium (Intermediate),partly,6,1,False,5748.0
12393,Mont Kiara,1390000,4.0,2.0,Condominium (Intermediate),fully,3,1,False,1733.0
12394,Segambut,2650000,5.0,3.0,Semi-detached House (Intermediate),fully,4,1,False,90.0
12395,Bangsar,4500000,4.0,6.0,Bungalow (Corner),partly,3,2,True,7000.0
12396,Segambut,790000,4.0,3.0,Condominium (Corner),fully,3,1,True,1643.0
12397,Cheras,430000,2.0,2.0,3-sty Terrace/Link House (Intermediate),partly,3,0,False,1200.0
12398,Setapak,520000,2.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,55.0
12400,Sentul,400000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,1009.0
12401,Mont Kiara,1218000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1015.0
12402,Sungai Penchala,3250000,4.0,3.0,Semi-detached House (Corner),fully,5,1,True,5512.0
12403,Sungai Penchala,2500000,4.0,3.0,Semi-detached House (Intermediate),unfurnished,5,1,False,4000.0
12404,Dutamas,680000,2.0,1.0,Condominium (Corner),fully,3,0,True,1100.0
12406,Bangsar South,12000000,8.0,6.0,Bungalow (Intermediate),fully,6,1,False,16000.0
12407,Dutamas,615000,3.0,1.0,Condominium,partly,3,0,False,1615.0
12410,Damansara Heights,5000000,7.0,3.0,Bungalow (Intermediate),partly,5,1,False,2765.0
12411,Damansara Heights,5250000,7.0,3.0,Bungalow (Intermediate),partly,5,1,False,2905.0
12413,Sungai Besi,1980000,6.0,2.0,3-sty Terrace/Link House (EndLot),unfurnished,4,1,False,3216.0
12414,Segambut,4200000,7.0,3.0,Bungalow (Intermediate),unfurnished,5,1,False,3090.0
12415,Segambut,3300000,6.0,3.0,Bungalow (Intermediate),unfurnished,5,1,False,3940.0
12416,Segambut,4500000,7.0,3.0,Bungalow (Intermediate),unfurnished,6,1,False,5434.0
12417,Jalan Kuching,538000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1020.0
12418,Ampang,345000,2.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,490.0
12419,Kuchai Lama,426800,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1100.0
12420,Cheras,348000,1.0,1.0,Condominium (Intermediate),partly,1,1,False,550.0
12421,Taman Tun Dr Ismail,1040000,2.0,1.0,Serviced Residence (Corner),fully,3,0,True,1313.0
12424,City Centre,2500000,2.0,2.0,Serviced Residence (Corner),fully,2,1,True,1732.0
12425,Cheras,899000,3.0,2.0,Condominium (Intermediate),fully,3,1,False,1485.0
12427,Cheras,398000,2.0,1.0,Serviced Residence (Corner),partly,3,0,True,950.0
12428,Bukit Jalil,645000,3.0,3.0,Condominium (Intermediate),fully,4,0,False,1410.0
12429,Bukit Jalil,2350000,5.0,2.0,3-sty Terrace/Link House (Corner),partly,6,1,True,3541.0
12430,Segambut,1800000,6.0,4.0,3-sty Terrace/Link House (Intermediate),partly,5,0,False,101.0
12432,Cheras,980000,4.0,2.0,2-sty Terrace/Link House (Corner),fully,5,1,True,70.0
12434,Bukit Jalil,1380000,4.0,3.0,Condominium,unfurnished,3,1,False,1878.0
12437,Bukit Jalil,820000,1.0,2.0,Condominium,unfurnished,3,1,False,1335.0
12439,Jalan Ipoh,620000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1215.0
12440,Bukit Jalil,620000,3.0,2.0,Condominium,unfurnished,3,1,False,1200.0
12441,Setapak,320000,1.0,1.0,Apartment,fully,2,0,False,592.0
12443,Jalan Klang Lama (Old Klang Road),385000,2.0,1.0,Serviced Residence,partly,3,0,False,950.0
12444,Cheras,2300000,6.0,6.0,Semi-detached House (Intermediate),partly,6,0,False,4770.0
12446,Ampang,1300000,5.0,4.0,2.5-sty Terrace/Link House,unfurnished,5,2,False,90.0
12447,Salak Selatan,1400,2.0,2.0,Serviced Residence,unfurnished,2,0,False,731.0
12449,Setapak,2500000,3.0,2.0,Bungalow,partly,5,0,False,5651.0
12451,Seputeh,560000,1.0,1.0,Condominium,unfurnished,1,0,False,667.0
12452,Mont Kiara,3800000,5.0,3.0,Condominium,partly,4,1,False,3668.0
12453,KL City,435000,2.0,2.0,Condominium (Corner),unfurnished,3,1,True,1065.0
12454,Setapak,500000,2.0,2.0,Serviced Residence (Intermediate),fully,3,0,False,1059.0
12455,KL City,490000,2.0,2.0,Condominium (Corner),unfurnished,4,0,True,1184.0
12456,Setapak,480000,2.0,2.0,Serviced Residence (Corner),partly,3,1,True,918.0
12457,KL City,555000,2.0,2.0,Condominium (Corner),unfurnished,4,0,True,1184.0
12458,KL City,468000,2.0,2.0,Condominium (Intermediate),unfurnished,3,1,False,1065.0
12459,Setapak,458000,3.0,2.0,Condominium (Corner),unfurnished,3,0,True,1219.0
12460,Setapak,413000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1021.0
12461,KL City,448000,2.0,2.0,Condominium (Corner),unfurnished,3,1,True,1184.0
12462,KL City,490000,2.0,2.0,Condominium (Corner),unfurnished,3,1,True,1184.0
12463,Segambut,1630000,5.0,4.0,3-sty Terrace/Link House (Intermediate),partly,5,0,False,80.0
12464,Bukit Bintang,6499000,5.0,2.0,Serviced Residence,unfurnished,4,1,False,4236.0
12467,KL Sentral,4314800,1.0,1.0,Serviced Residence,partly,1,0,False,1541.0
12468,KL Sentral,2296000,1.0,1.0,Serviced Residence,partly,1,0,False,820.0
12470,Pantai,700000,2.0,2.0,Condominium,partly,3,0,False,1293.0
12473,Bangsar,800000,1.0,1.0,Condominium,partly,2,0,False,1118.0
12475,Bangsar,1300000,2.0,1.0,Condominium,fully,2,1,False,1740.0
12476,Bangsar,3900,2.0,2.0,Condominium,fully,2,0,False,1117.0
12477,Bangsar,1000000,2.0,1.0,Condominium,fully,2,0,False,1250.0
12484,Mont Kiara,610000,1.0,1.0,Serviced Residence (EndLot),fully,1,0,False,783.0
12485,Jalan Klang Lama (Old Klang Road),410000,2.0,1.0,Serviced Residence (Intermediate),partly,3,0,False,852.0
12486,KL Sentral,2000000,2.0,1.0,Serviced Residence (Corner),partly,2,1,True,1399.0
12489,Cheras,680000,2.0,2.0,Condominium (Corner),partly,4,0,True,1450.0
12490,Damansara Heights,4500000,6.0,4.0,Bungalow (Intermediate),fully,6,0,False,6360.0
12494,Jalan Klang Lama (Old Klang Road),700000,2.0,1.0,Serviced Residence (Intermediate),fully,2,1,False,1010.0
12495,Jalan Klang Lama (Old Klang Road),680000,1.0,1.0,Serviced Residence (Corner),fully,2,0,True,858.0
12497,Mont Kiara,845000,3.0,1.0,Serviced Residence (Intermediate),fully,3,1,False,1428.0
12500,Mont Kiara,1330000,4.0,2.0,Condominium (Corner),partly,4,1,True,1650.0
12504,Cheras,370000,2.0,2.0,Condominium (Corner),partly,3,0,True,962.0
12505,Cheras,420000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,945.0
12506,Cheras,180000,1.0,1.0,Flat (Intermediate),partly,3,0,False,680.0
12507,Bukit Jalil,580000,2.0,2.0,Condominium (EndLot),partly,3,0,False,1074.0
12508,Jalan Klang Lama (Old Klang Road),448000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,918.0
12509,Kuchai Lama,185000,2.0,1.0,Flat (EndLot),partly,3,0,False,952.0
12510,Cheras,370000,2.0,2.0,Condominium (Corner),partly,3,0,True,920.0
12511,Salak Selatan,630000,2.0,2.0,1-sty Terrace/Link House (EndLot),partly,2,1,False,70.0
12512,Bandar Damai Perdana,1950000,5.0,4.0,Semi-detached House (Intermediate),partly,5,1,False,80.0
12514,Jinjang,615000,2.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,3,0,False,55.0
12515,Sri Petaling,698000,3.0,1.0,Serviced Residence (Corner),fully,3,1,True,1279.0
12516,Ampang,670000,1.0,1.0,Serviced Residence,fully,1,0,False,705.0
12517,KLCC,1490000,1.0,1.0,Serviced Residence (Intermediate),fully,1,1,False,880.0
12518,KLCC,1500000,1.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1050.0
12519,KLCC,1411000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,850.0
12521,Desa ParkCity,2180000,4.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,1,False,100.0
12523,Mont Kiara,2180000,4.0,3.0,Condominium,partly,3,1,False,2411.0
12524,Sri Hartamas,3800000,4.0,2.0,3-sty Terrace/Link House (Intermediate),partly,4,1,False,2400.0
12525,Sentul,650000,2.0,2.0,Condominium,partly,3,0,False,1081.0
12526,Taman Tun Dr Ismail,5550000,7.0,7.0,Bungalow,partly,8,0,False,7319.0
12527,Setapak,510000,2.0,2.0,Condominium,unfurnished,3,0,False,1100.0
12529,Kepong,598000,2.0,1.0,2-sty Terrace/Link House (Intermediate),partly,3,0,False,55.0
12530,Kepong,590000,2.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,3,0,False,60.0
12531,Cheras,450000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1104.0
12532,Kepong,1080000,4.0,2.0,3-sty Terrace/Link House (Intermediate),partly,5,1,False,70.0
12533,Kepong,560000,2.0,2.0,2-sty Terrace/Link House (Intermediate),partly,3,0,False,55.0
12534,Cheras,2700000,7.0,3.0,Cluster House (Intermediate),partly,5,1,False,100.0
12537,Kepong,850000,3.0,3.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,1400.0
12538,Sunway SPK,1300000,4.0,2.0,Townhouse (Intermediate),unfurnished,3,1,False,2688.0
12539,Sunway SPK,1280000,4.0,2.0,Townhouse (Intermediate),unfurnished,3,1,False,2366.0
12540,Desa ParkCity,1630000,3.0,2.0,3-sty Terrace/Link House (Intermediate),partly,3,0,False,1900.0
12541,Kepong,1030000,4.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
12542,Kepong,750000,2.0,4.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,75.0
12543,Kepong,590000,2.0,3.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,1430.0
12544,Kepong,800000,3.0,3.0,2-sty Terrace/Link House (Intermediate),partly,3,1,False,65.0
12545,Kepong,1250000,3.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
12546,Mont Kiara,2649999,5.0,3.0,Condominium,partly,4,1,False,3401.0
12547,Kepong,1180000,4.0,2.0,2-sty Terrace/Link House,partly,4,0,False,75.0
12548,Segambut,660000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1019.0
12549,Kepong,1200000,3.0,2.0,2-sty Terrace/Link House,partly,4,0,False,2750.0
12550,Kepong,700000,2.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,55.0
12551,Bandar Menjalara,1100000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
12553,Kepong,1350000,3.0,3.0,2-sty Terrace/Link House (Corner),partly,5,0,True,80.0
12554,Kepong,868000,2.0,4.0,2-sty Terrace/Link House (Intermediate),partly,5,0,False,75.0
12555,Kepong,1120000,3.0,5.0,2-sty Terrace/Link House (Intermediate),partly,5,0,False,70.0
12556,Kepong,898000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
12557,Kepong,490000,2.0,2.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,65.0
12558,Kepong,595000,2.0,3.0,1-sty Terrace/Link House (Intermediate),unfurnished,3,0,False,65.0
12559,Kepong,950000,3.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,70.0
12560,Jalan Ipoh,850000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,1,False,75.0
12561,Kepong,985000,3.0,4.0,2-sty Terrace/Link House (EndLot),partly,4,0,False,70.0
12562,Desa ParkCity,2380000,4.0,2.0,3-sty Terrace/Link House (Corner),fully,4,0,True,1442.0
12564,Sunway SPK,1600000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
12565,Kepong,748000,3.0,3.0,1.5-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
12566,Segambut,299000,1.0,1.0,Apartment (Intermediate),partly,1,0,False,743.0
12567,Jalan Ipoh,780000,4.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,60.0
12568,Sunway SPK,1420000,4.0,2.0,Townhouse (Intermediate),partly,3,1,False,2636.0
12569,Kepong,730000,2.0,4.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,70.0
12570,Setiawangsa,880000,3.0,4.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,75.0
12571,Kepong,1050000,4.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
12572,Desa ParkCity,2300000,4.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,1,False,100.0
12573,Kepong,470000,2.0,2.0,2.5-sty Terrace/Link House (Intermediate),partly,3,0,False,600.0
12574,Kepong,1980000,5.0,4.0,Semi-detached House (Intermediate),partly,5,0,False,75.0
12575,Kepong,1350000,4.0,3.0,3-sty Terrace/Link House (Intermediate),partly,5,0,False,70.0
12576,Jalan Kuching,338000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1024.0
12577,Kepong,1300000,4.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,80.0
12579,Seputeh,2800000,5.0,5.0,Semi-detached House (Corner),partly,6,0,True,3903.0
12581,Kepong,1080000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,70.0
12584,Kepong,680000,2.0,3.0,1-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,65.0
12585,Bukit Jalil,630000,2.0,2.0,Condominium,partly,3,0,False,1073.0
12586,Batu Caves,450000,2.0,1.0,Condominium,partly,3,0,False,1405.0
