,location,price,bathrooms,car_parks,property_type,furnishing,main_rooms,extra_room,corner,size
44867,Jalan Kuching,750000,2.0,2.0,Condominium,unfurnished,3,0,False,1265.0
44869,Jalan Klang Lama (Old Klang Road),560000,4.0,1.0,Condominium,unfurnished,3,1,False,1265.0
44873,Jalan Kuching,590000,2.0,2.0,Condominium,unfurnished,3,0,False,1064.0
44876,Seputeh,15000000,7.0,6.0,Bungalow,unfurnished,5,2,False,12000.0
44882,Segambut,1080000,2.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,70.0
44885,Sri Hartamas,3200000,6.0,3.0,Condominium,partly,4,1,False,3660.0
44886,Cheras,409000,2.0,2.0,Condominium,unfurnished,3,0,False,850.0
44889,Ampang,950000,2.0,1.0,Serviced Residence,fully,2,0,False,886.0
44890,Titiwangsa,720000,2.0,1.0,Serviced Residence,fully,3,0,False,1100.0
44891,Bandar Menjalara,3600000,5.0,2.0,Semi-detached House,partly,5,0,False,4500.0
44892,Bandar Menjalara,3380000,5.0,2.0,Semi-detached House (Intermediate),partly,5,0,False,90.0
44896,Kuchai Lama,488888,2.0,1.0,Serviced Residence,fully,3,0,False,953.0
44897,Jalan Klang Lama (Old Klang Road),560000,2.0,1.0,Condominium,fully,3,0,False,1215.0
44902,Jalan Klang Lama (Old Klang Road),970000,4.0,3.0,Condominium,fully,3,2,False,1710.0
44903,Sri Petaling,2500000,5.0,3.0,Semi-detached House,partly,5,0,False,4000.0
44905,Wangsa Maju,1150000,4.0,2.0,Condominium,unfurnished,3,1,False,1759.0
44909,Mont Kiara,2800000,6.0,5.0,Condominium,partly,5,2,False,4530.0
44911,Sri Hartamas,5250000,5.0,4.0,Semi-detached House (Intermediate),partly,5,1,False,4000.0
44915,Taman Desa,540000,2.0,1.0,Serviced Residence,fully,2,0,False,715.0
44916,Taman Desa,410000,1.0,1.0,Serviced Residence,fully,1,0,False,578.0
44917,Taman Desa,440000,1.0,1.0,Serviced Residence,partly,1,0,False,578.0
44918,Bukit Jalil,1000000,2.0,3.0,Condominium,partly,3,1,False,2000.0
44919,Taman Melawati,2750000,5.0,4.0,Semi-detached House (Corner),partly,6,0,True,4684.0
44928,Damansara Heights,5700000,6.0,4.0,Bungalow,partly,4,2,False,7000.0
44932,Taman Desa,530000,2.0,1.0,Serviced Residence (Intermediate),unfurnished,2,0,False,715.0
44937,Cheras,318000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,839.0
44940,KLCC,2428800,3.0,1.0,Serviced Residence,partly,3,2,False,2208.0
44941,Mont Kiara,2550000,5.0,3.0,Condominium,partly,4,1,False,2906.0
44947,Mont Kiara,467000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,494.0
44948,Jalan Klang Lama (Old Klang Road),710000,4.0,2.0,Condominium (Intermediate),fully,4,0,False,1288.0
44949,Jalan Klang Lama (Old Klang Road),728000,4.0,2.0,Condominium (Intermediate),fully,4,0,False,1331.0
44953,Desa ParkCity,2600000,5.0,2.0,2-sty Terrace/Link House,fully,5,0,False,2600.0
44954,Jalan Ipoh,1600000,4.0,12.0,2.5-sty Terrace/Link House (Corner),partly,5,0,True,4700.0
44955,Desa ParkCity,1700000,2.0,2.0,2-sty Terrace/Link House,unfurnished,3,1,False,1680.0
44957,Seputeh,730000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1400.0
44958,Bangsar,8989750,6.0,4.0,Condominium,partly,4,1,False,5137.0
44959,Bangsar,7043750,5.0,3.0,Condominium,partly,3,2,False,4025.0
44960,Bangsar,8219200,6.0,3.0,Condominium,partly,4,1,False,5137.0
44961,Bangsar,8901000,6.0,6.0,Condominium,partly,4,1,False,4945.0
44962,Bangsar,6842500,5.0,3.0,Condominium,partly,3,2,False,4025.0
44963,Bangsar,8159250,5.0,3.0,Condominium,partly,3,2,False,4945.0
44964,Damansara Heights,6800000,8.0,6.0,Bungalow,unfurnished,5,1,False,9300.0
44965,Cheras,3400000,6.0,5.0,Semi-detached House,partly,6,0,False,5250.0
44966,Jalan Klang Lama (Old Klang Road),1300000,4.0,3.0,Condominium,fully,3,1,False,1782.0
44967,Cheras,2200000,5.0,3.0,Semi-detached House (Intermediate),unfurnished,4,1,False,80.0
44968,Cheras,345000,2.0,1.0,Condominium,fully,3,0,False,755.0
44969,Jalan Klang Lama (Old Klang Road),745000,2.0,2.0,Condominium,partly,3,0,False,1168.0
44971,Pandan Perdana,700000,2.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,70.0
44972,Jalan Klang Lama (Old Klang Road),148000,2.0,1.0,Apartment,unfurnished,3,0,False,620.0
44973,Mont Kiara,1650000,3.0,2.0,Condominium (Corner),fully,3,1,True,2788.0
44974,Bukit Tunku (Kenny Hills),2200000,4.0,2.0,Condominium (Corner),partly,3,1,True,2829.0
44975,Bukit Tunku (Kenny Hills),2300000,4.0,2.0,Condominium (Corner),partly,3,1,True,2939.0
44976,Segambut,730000,3.0,2.0,Condominium,unfurnished,3,1,False,1250.0
44977,Setapak,460000,2.0,1.0,Serviced Residence,partly,2,0,False,1040.0
44978,Bukit Jalil,1380000,3.0,2.0,Serviced Residence,partly,3,0,False,1521.0
44979,Ampang,747950,3.0,2.0,Serviced Residence,unfurnished,3,1,False,1572.0
44981,Bukit Jalil,745000,2.0,2.0,Condominium (Corner),partly,3,0,True,1410.0
44984,Setapak,400000,2.0,1.0,Condominium,partly,3,1,False,1335.0
44986,Setapak,465000,2.0,2.0,Serviced Residence,unknown,3,0,False,1040.0
44987,Titiwangsa,645000,2.0,1.0,Serviced Residence,fully,3,0,False,1040.0
44989,Taman Tun Dr Ismail,820000,2.0,1.0,Condominium,fully,3,0,False,1405.0
44990,Pantai,998800,2.0,2.0,Condominium (Corner),unfurnished,2,0,True,1125.0
44994,Salak Selatan,625000,2.0,2.0,1-sty Terrace/Link House (EndLot),partly,2,1,False,1400.0
44995,Mont Kiara,880000,2.0,2.0,Condominium,fully,3,0,False,1280.0
44996,Mont Kiara,850000,2.0,1.0,Condominium,fully,2,0,False,1068.0
44997,Ampang Hilir,3600000,4.0,2.0,Condominium,partly,3,1,False,3270.0
44998,Mont Kiara,1020000,2.0,2.0,Serviced Residence,fully,2,0,False,1538.0
44999,Dutamas,1700000,3.0,2.0,Condominium,fully,2,1,False,1640.0
45002,Mont Kiara,2000000,3.0,2.0,Condominium,fully,3,1,False,2025.0
45005,Jalan Klang Lama (Old Klang Road),4200000,5.0,4.0,Bungalow (Intermediate),partly,6,0,False,8525.0
45006,Sentul,493600,2.0,2.0,Serviced Residence (Corner),unfurnished,4,0,True,1001.0
45007,Mont Kiara,2800000,4.0,4.0,Condominium (Corner),partly,4,1,True,3935.0
45008,Mont Kiara,3000000,5.0,4.0,Condominium (Corner),partly,5,1,True,3982.0
45009,Mont Kiara,4100000,4.0,4.0,Condominium (Corner),partly,4,1,True,5800.0
45010,Cheras,560000,3.0,1.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
45011,Cheras,560000,3.0,1.0,2-sty Terrace/Link House (Intermediate),fully,4,0,False,65.0
45012,Bukit Jalil,459999,2.0,1.0,Condominium,fully,3,0,False,0.0
45013,Taman Tun Dr Ismail,4650000,5.0,6.0,Bungalow,partly,5,1,False,6000.0
45014,Mont Kiara,2780000,4.0,3.0,Condominium,unfurnished,4,1,False,2874.0
45015,Mont Kiara,1520000,4.0,2.0,Condominium (Corner),unfurnished,3,1,True,1878.0
45017,Jalan Klang Lama (Old Klang Road),635000,2.0,2.0,Serviced Residence,partly,3,0,False,909.0
45021,KLCC,1290000,2.0,1.0,Serviced Residence,fully,2,0,False,1100.0
45022,Mont Kiara,2500000,5.0,3.0,Condominium (Corner),partly,4,1,True,3043.0
45024,Kuchai Lama,513000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1120.0
45025,Bukit Jalil,465000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1205.0
45026,Bukit Jalil,320000,1.0,1.0,Condominium (Intermediate),fully,2,0,False,775.0
45027,Sri Hartamas,2600000,3.0,1.0,Serviced Residence,fully,3,1,False,3460.0
45028,KLCC,4500000,4.0,2.0,Condominium,fully,3,1,False,3285.0
45029,Segambut,2250,3.0,2.0,Condominium (Intermediate),fully,3,1,False,1262.0
45030,Dutamas,1180000,4.0,3.0,Condominium,partly,3,1,False,1800.0
45032,Dutamas,1100000,3.0,2.0,Condominium,fully,3,1,False,1890.0
45033,Jalan Klang Lama (Old Klang Road),650000,2.0,2.0,Condominium,partly,3,1,False,935.0
45034,Setapak,648000,2.0,2.0,Serviced Residence (Intermediate),fully,3,0,False,1500.0
45035,Jinjang,560000,2.0,2.0,Serviced Residence,unfurnished,3,1,False,1136.0
45039,Bukit Tunku (Kenny Hills),1200000,3.0,2.0,Condominium (Corner),unfurnished,3,1,True,1870.0
45040,Taman Tun Dr Ismail,1700000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1920.0
45041,Bangsar,2550000,3.0,3.0,2-sty Terrace/Link House,unfurnished,4,0,False,2250.0
45043,Bukit Tunku (Kenny Hills),1707000,4.0,2.0,Apartment (Triplex),fully,3,1,False,2710.0
45045,Cheras,630000,2.0,1.0,Condominium (Corner),partly,3,0,True,70.0
45046,Country Heights Damansara,10500000,10.0,5.0,Bungalow,unfurnished,10,0,False,11700.0
45047,Cheras,535000,1.0,1.0,Serviced Residence,partly,1,0,False,762.0
45048,Cheras,535400,1.0,1.0,Serviced Residence,partly,1,0,False,762.0
45049,Cheras,611146,1.0,1.0,Serviced Residence,partly,2,0,False,821.0
45050,Cheras,977600,2.0,2.0,Serviced Residence,partly,3,0,False,1328.0
45051,Cheras,795308,2.0,2.0,Serviced Residence,unfurnished,2,0,False,1066.0
45052,Cheras,1300000,4.0,2.0,2.5-sty Terrace/Link House,partly,5,1,False,2600.0
45053,Cheras,1388000,3.0,1.0,Serviced Residence,partly,3,1,False,1512.0
45054,KLCC,1600000,2.0,2.0,Condominium,partly,2,0,False,1424.0
45055,Setapak,510000,2.0,2.0,Condominium (Intermediate),partly,4,0,False,1313.0
45056,Setapak,360000,1.0,2.0,Serviced Residence (Corner),partly,1,0,True,618.0
45057,Damansara Heights,1100000,3.0,1.0,Condominium (Corner),unfurnished,3,1,True,2000.0
45058,KLCC,4000000,4.0,2.0,Condominium,partly,3,1,False,2250.0
45061,Cheras,1250000,4.0,2.0,2.5-sty Terrace/Link House (Corner),partly,4,1,True,70.0
45062,Sri Petaling,3100000,5.0,4.0,Semi-detached House (Corner),partly,5,1,True,6000.0
45064,Kuchai Lama,1100000,3.0,3.0,Condominium (Corner),partly,3,1,True,1948.0
45066,Bukit Jalil,560000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1100.0
45067,Wangsa Maju,670000,2.0,2.0,Condominium,partly,2,1,False,1085.0
45068,Setapak,570000,2.0,2.0,Condominium,partly,2,1,False,1098.0
45069,Wangsa Maju,950000,2.0,2.0,Condominium,partly,3,1,False,1518.0
45071,Cheras,798000,3.0,2.0,Condominium (Corner),fully,3,1,True,1483.0
45072,Segambut,649000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1577.0
45073,Kepong,350000,2.0,1.0,Apartment (Corner),unfurnished,3,0,True,1010.0
45074,Setapak,1180000,2.0,2.0,Condominium (Corner),partly,3,0,True,1442.0
45075,Dutamas,640000,2.0,2.0,Condominium (Intermediate),fully,3,0,False,1500.0
45081,KLCC,1495000,2.0,1.0,Serviced Residence (Corner),fully,2,0,True,1050.0
45088,Cheras,390000,2.0,1.0,Condominium (Corner),fully,3,0,True,1026.0
45091,Taman Melawati,2200000,5.0,2.0,3-sty Terrace/Link House (EndLot),unfurnished,5,0,False,82.0
45093,KLCC,5926960,8.0,5.0,Condominium (Duplex),partly,5,2,False,7228.0
45103,City Centre,2900000,5.0,2.0,Condominium,partly,4,2,False,5285.0
45108,KLCC,2700000,4.0,2.0,Condominium,partly,3,1,False,2356.0
45110,KLCC,3932000,6.0,2.0,Condominium,fully,4,1,False,2906.0
45114,KLCC,5570000,4.0,2.0,Condominium,partly,3,1,False,2228.0
45115,KLCC,8680000,4.0,2.0,Condominium,partly,3,1,False,3218.0
45124,Bukit Bintang,3968250,5.0,2.0,Serviced Residence,partly,3,1,False,2405.0
45125,Bukit Bintang,2875400,2.0,1.0,Serviced Residence,fully,2,0,False,1307.0
45134,Jalan Kuching,695000,2.0,1.0,Condominium (EndLot),unfurnished,3,0,False,1064.0
45135,Setapak,492900,2.0,2.0,Condominium (Corner),unknown,3,0,True,1025.0
45137,Jalan Kuching,430000,2.0,1.0,Apartment (Corner),partly,3,0,True,1100.0
45140,KLCC,1200000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,569.0
45141,KLCC,1198800,1.0,1.0,Serviced Residence (Corner),fully,1,0,True,636.0
45142,Jalan Klang Lama (Old Klang Road),670000,2.0,1.0,Serviced Residence,partly,3,0,False,891.0
45144,Jalan Klang Lama (Old Klang Road),480000,2.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,872.0
45145,Jalan Klang Lama (Old Klang Road),420000,2.0,2.0,Serviced Residence (Intermediate),partly,3,0,False,950.0
45146,Ampang Hilir,2800000,4.0,3.0,Condominium,partly,4,1,False,2271.0
45147,Ampang Hilir,8500,4.0,3.0,Condominium,fully,3,1,False,2175.0
45148,Mont Kiara,1750000,4.0,2.0,Condominium (Corner),fully,3,2,True,2580.0
45150,KLCC,3502000,4.0,2.0,Condominium (Corner),partly,4,1,True,3502.0
45154,Sungai Besi,508000,2.0,3.0,Condominium (Corner),partly,3,0,True,1042.0
45155,Damansara Heights,6900000,5.0,5.0,Bungalow (Corner),fully,4,1,True,6800.0
45156,Ampang,650000,2.0,1.0,Serviced Residence,fully,2,0,False,950.0
45157,Bukit Tunku (Kenny Hills),1400000,4.0,2.0,Condominium,partly,4,0,False,2000.0
45158,Bukit Tunku (Kenny Hills),5475000,4.0,3.0,Residential Land,partly,3,1,False,14800.0
45159,Bukit Tunku (Kenny Hills),2476250,5.0,2.0,Condominium,fully,3,1,False,2830.0
45162,Bukit Tunku (Kenny Hills),4680000,4.0,3.0,Condominium (Corner),partly,3,1,True,7110.0
45163,Bukit Tunku (Kenny Hills),4680000,4.0,3.0,Condominium (Corner),partly,3,1,True,7110.0
45165,Taman Desa,420000,2.0,1.0,Condominium,fully,3,0,False,918.0
45166,Bangsar South,1400000,4.0,2.0,Condominium,partly,3,1,False,1910.0
45167,KL City,4500000,5.0,2.0,Condominium,partly,4,1,False,5300.0
45168,Bukit Tunku (Kenny Hills),10550000,4.0,3.0,Residential Land,unfurnished,3,1,False,30120.0
45171,Ampang,9750000,6.0,6.0,Condominium,partly,4,1,False,7500.0
45172,Bukit Tunku (Kenny Hills),8500000,7.0,5.0,Condominium,partly,5,1,False,6738.0
45173,Bukit Tunku (Kenny Hills),4800000,4.0,3.0,Condominium (Corner),partly,3,1,True,7110.0
45174,Bukit Tunku (Kenny Hills),1200000,3.0,1.0,Condominium,partly,3,1,False,1677.0
45176,Bukit Tunku (Kenny Hills),4800000,4.0,3.0,Condominium (Corner),partly,3,1,True,7110.0
45178,Mont Kiara,930000,3.0,2.0,Condominium,fully,3,1,False,1370.0
45179,Bukit Tunku (Kenny Hills),15000000,10.0,6.0,Bungalow,partly,8,1,False,19700.0
45184,Mont Kiara,1630000,4.0,2.0,Condominium (Corner),partly,3,1,True,2020.0
45185,Mont Kiara,1850000,4.0,2.0,Condominium (Corner),partly,3,1,True,2243.0
45186,Taman Desa,1200000,2.0,2.0,Condominium,fully,2,1,False,1744.0
45188,Bukit Jalil,320000,1.0,1.0,Condominium (Intermediate),partly,1,1,False,775.0
45191,Mont Kiara,2900000,5.0,3.0,Condominium,partly,4,1,False,2767.0
45194,Damansara Heights,4200000,6.0,2.0,Semi-detached House,partly,5,1,False,3200.0
45195,Kuchai Lama,678000,3.0,2.0,Condominium,partly,3,1,False,1474.0
45196,KL City,1790000,3.0,2.0,Serviced Residence,partly,3,0,False,1157.0
45197,KL City,1580000,2.0,1.0,Serviced Residence,partly,2,0,False,935.0
45198,Bukit Jalil,655000,2.0,2.0,Condominium (Intermediate),partly,2,1,False,1032.0
45199,Taman Desa,1350000,4.0,2.0,Condominium (Intermediate),fully,3,1,False,1784.0
45202,KL City,1200000,2.0,1.0,Serviced Residence,partly,2,0,False,887.0
45203,Wangsa Maju,420000,3.0,1.0,Condominium (Corner),partly,4,0,True,1267.0
45204,Wangsa Maju,945000,2.0,2.0,Condominium,partly,3,1,False,1529.0
45205,KLCC,1800000,3.0,2.0,Condominium (Corner),partly,3,0,True,1232.0
45206,KL City,1050000,1.0,1.0,Serviced Residence,partly,1,1,False,717.0
45207,KLCC,1584450,2.0,1.0,Condominium (Intermediate),partly,3,0,False,971.0
45208,KLCC,1556000,2.0,2.0,Condominium (Corner),fully,3,0,True,1031.0
45209,KLCC,1275000,1.0,2.0,Condominium (Intermediate),partly,1,0,False,649.0
45210,KL City,1000000,1.0,1.0,Serviced Residence,partly,1,1,False,688.0
45211,Cheras,1188000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,3,1,False,2200.0
45212,Bukit Jalil,400000,2.0,1.0,Apartment (Intermediate),unknown,3,0,False,1093.0
45213,Bukit Jalil,430000,2.0,1.0,Apartment,partly,2,1,False,1092.0
45214,Bukit Jalil,420000,2.0,1.0,Apartment (Intermediate),fully,3,0,False,923.0
45215,Bukit Jalil,450000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,1053.0
45216,Ampang,30600000,3.0,8.0,Residential Land (Corner),partly,3,1,True,23500.0
45217,KL City,950000,1.0,1.0,Serviced Residence,partly,1,1,False,625.0
45218,Setapak,480000,2.0,4.0,Condominium (Intermediate),partly,4,0,False,1272.0
45219,Cheras,680000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,60.0
45221,Jalan Klang Lama (Old Klang Road),350000,2.0,1.0,Serviced Residence,partly,3,0,False,950.0
45222,Bukit Jalil,488000,1.0,1.0,Serviced Residence,partly,1,1,False,667.0
45223,Bukit Jalil,488000,1.0,1.0,Serviced Residence,partly,1,1,False,667.0
45224,Jalan Klang Lama (Old Klang Road),340000,2.0,1.0,Serviced Residence,unfurnished,3,0,False,950.0
45225,Jalan Klang Lama (Old Klang Road),630000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,935.0
45227,Cheras,680000,2.0,2.0,Condominium,fully,3,0,False,1315.0
45228,Kepong,560000,2.0,2.0,1-sty Terrace/Link House,partly,3,0,False,75.0
45229,Jalan Klang Lama (Old Klang Road),285000,2.0,1.0,Apartment (Intermediate),fully,3,0,False,920.0
45230,Wangsa Maju,680000,2.0,2.0,Condominium (Corner),partly,2,1,True,1085.0
45232,Bandar Damai Perdana,980000,3.0,2.0,2-sty Terrace/Link House (Corner),partly,4,0,True,60.0
45234,Cheras,560000,3.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,70.0
45235,Cheras,1180000,6.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,80.0
45236,Bukit Jalil,2500000,7.0,2.0,Bungalow,unfurnished,7,0,False,7000.0
45237,Kuchai Lama,438000,2.0,2.0,Condominium,partly,2,1,False,936.0
45238,Mont Kiara,840000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,1268.0
45239,Mont Kiara,1900000,4.0,2.0,Condominium,fully,3,1,False,2025.0
45240,Bukit Jalil,450000,2.0,1.0,Apartment (Intermediate),fully,3,0,False,1043.0
45241,Jalan Klang Lama (Old Klang Road),320000,2.0,1.0,Serviced Residence,unfurnished,3,0,False,850.0
45243,Jalan Klang Lama (Old Klang Road),380000,2.0,1.0,Serviced Residence,unfurnished,3,0,False,960.0
45244,Titiwangsa,640000,2.0,1.0,Serviced Residence,partly,3,0,False,1160.0
45245,Cheras,2500000,4.0,6.0,Bungalow (Intermediate),partly,5,0,False,5296.0
45246,Jalan Klang Lama (Old Klang Road),380000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1100.0
45248,Segambut,540000,2.0,1.0,Serviced Residence,unfurnished,2,0,False,713.0
45250,Sentul,850000,4.0,2.0,Condominium,partly,3,1,False,1381.0
45252,Sentul,680000,2.0,2.0,Condominium,partly,2,0,False,738.0
45256,Sentul,890000,3.0,1.0,Condominium,unfurnished,3,0,False,1237.0
45264,Sentul,780000,2.0,1.0,Condominium,unfurnished,2,0,False,1110.0
45265,Sentul,848000,3.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,1186.0
45277,Taman Desa,1390000,3.0,2.0,Condominium,fully,3,1,False,1784.0
45278,City Centre,1190888,4.0,2.0,Condominium,fully,3,1,False,2163.0
45279,Mont Kiara,790000,2.0,2.0,Condominium,fully,3,0,False,1280.0
45284,Mont Kiara,2250000,4.0,3.0,Condominium (Corner),partly,4,1,True,2973.0
45285,Mont Kiara,2250000,4.0,3.0,Condominium (Corner),partly,4,1,True,2973.0
45286,Sentul,420000,1.0,1.0,Serviced Residence,unfurnished,1,0,False,678.0
45287,Bukit Tunku (Kenny Hills),2550000,6.0,3.0,Condominium (Corner),fully,4,2,True,3627.0
45288,Bukit Tunku (Kenny Hills),2600000,5.0,3.0,Condominium (Intermediate),fully,4,2,False,3251.0
45290,Sentul,650000,2.0,2.0,Condominium,partly,3,0,False,1115.0
45291,Cheras,383000,2.0,1.0,Condominium (EndLot),fully,3,0,False,1020.0
45293,KLCC,2700000,2.0,2.0,Serviced Residence (Corner),fully,2,0,True,1103.0
45294,Cheras,680000,3.0,2.0,2-sty Terrace/Link House,partly,4,0,False,1170.0
45295,Cheras,395000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,910.0
45296,Jalan Klang Lama (Old Klang Road),580000,2.0,1.0,Serviced Residence,unfurnished,1,1,False,779.0
45297,KL City,1240000,2.0,1.0,Serviced Residence,fully,2,0,False,651.0
45298,City Centre,679000,3.0,1.0,Condominium (Intermediate),partly,3,1,False,1508.0
45302,KL Sentral,2280000,3.0,1.0,Serviced Residence (Corner),fully,2,1,True,1625.0
45304,Jalan Klang Lama (Old Klang Road),899000,3.0,2.0,Condominium,partly,3,1,False,1663.0
45305,Bukit Jalil,3900000,5.0,2.0,Bungalow (Corner),partly,4,2,True,4230.0
45306,Bukit Tunku (Kenny Hills),9000000,6.0,5.0,Bungalow (Corner),partly,6,1,True,9000.0
45307,Setapak,265000,2.0,1.0,Apartment (Corner),unfurnished,3,0,True,815.0
45308,Bukit Jalil,490000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,1100.0
45309,Salak Selatan,618000,2.0,2.0,Serviced Residence,partly,3,0,False,1041.0
45316,Jalan Klang Lama (Old Klang Road),2000,2.0,2.0,Serviced Residence,fully,2,0,False,852.0
45317,Wangsa Maju,410000,2.0,2.0,Serviced Residence,unfurnished,3,0,False,770.0
45318,Titiwangsa,640000,2.0,1.0,Serviced Residence,partly,3,0,False,1106.0
45319,Keramat,1000000,4.0,1.0,Condominium,partly,3,1,False,1800.0
45321,KLCC,1166000,2.0,1.0,Serviced Residence,fully,2,1,False,897.0
45322,Kepong,788000,3.0,4.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,80.0
45323,Jalan Klang Lama (Old Klang Road),430000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1191.0
45324,Seputeh,2200000,4.0,2.0,Condominium,partly,3,2,False,2900.0
45325,Sungai Besi,555000,2.0,2.0,Condominium (Corner),partly,3,0,True,1099.0
45327,Sri Petaling,1200000,4.0,3.0,2.5-sty Terrace/Link House (Intermediate),partly,5,0,False,80.0
45328,Sri Petaling,350000,1.0,1.0,2-sty Terrace/Link House (Intermediate),partly,2,0,False,753.0
45330,Jalan Klang Lama (Old Klang Road),650000,2.0,2.0,Condominium (Corner),partly,3,0,True,1168.0
45331,Pandan Indah,380000,2.0,2.0,Townhouse (Intermediate),partly,3,0,False,1680.0
45332,Jalan Klang Lama (Old Klang Road),390000,2.0,1.0,Serviced Residence,partly,3,0,False,950.0
45333,Bukit Jalil,470000,2.0,1.0,Condominium (Corner),unfurnished,3,0,True,1205.0
45334,Jalan Klang Lama (Old Klang Road),669800,2.0,2.0,Serviced Residence,partly,3,1,False,1094.0
45336,Cheras,708000,3.0,3.0,2-sty Terrace/Link House,unfurnished,5,0,False,75.0
45337,Mont Kiara,2500000,5.0,3.0,Condominium (Corner),partly,4,1,True,3732.0
45339,Mont Kiara,880000,2.0,2.0,Condominium (Corner),partly,3,0,True,1340.0
45340,Mont Kiara,700000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,743.0
45342,Batu Caves,649888,2.0,1.0,Serviced Residence,partly,2,0,False,950.0
45343,Sri Hartamas,625000,2.0,1.0,Condominium,fully,3,0,False,1200.0
45345,Ampang,2300000,6.0,2.0,3-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,1540.0
45346,KLCC,7900,4.0,2.0,Serviced Residence (Corner),partly,4,1,True,2400.0
45348,KLCC,898000,2.0,1.0,Condominium,partly,2,0,False,876.0
45349,Damansara Heights,22000000,12.0,13.0,Bungalow,fully,8,0,False,15000.0
45350,Pantai,430000,2.0,1.0,Condominium (Corner),unfurnished,3,0,True,813.0
45351,Setapak,580000,2.0,3.0,Condominium,partly,4,0,False,1600.0
45352,Setapak,460000,2.0,2.0,2-sty Terrace/Link House,unfurnished,3,0,False,55.0
45353,Setapak,900000,3.0,2.0,2-sty Terrace/Link House,partly,4,1,False,80.0
45354,Setapak,880000,2.0,2.0,2-sty Terrace/Link House (Corner),unfurnished,3,0,True,55.0
45355,Setapak,392000,2.0,1.0,Condominium,partly,4,0,False,1272.0
45357,Segambut,648000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1597.0
45358,Bukit Jalil,370000,3.0,2.0,Condominium,unfurnished,4,0,False,1225.0
45360,Ampang,2700000,8.0,4.0,Semi-detached House (Intermediate),partly,6,1,False,3200.0
45361,Bukit Jalil,600000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1200.0
45362,Setapak,640000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1362.0
45365,Bangsar,1600000,3.0,2.0,Condominium (Corner),fully,3,1,True,2095.0
45366,Bangsar South,1400000,3.0,2.0,Condominium (Corner),unfurnished,3,1,True,2068.0
45368,Mont Kiara,1900000,4.0,3.0,Condominium (Corner),fully,3,1,True,2347.0
45369,Mont Kiara,780000,2.0,1.0,Condominium (Corner),fully,3,1,True,1550.0
45370,Mont Kiara,1950000,4.0,3.0,Condominium (Corner),fully,3,1,True,2535.0
45371,Mont Kiara,1080000,3.0,2.0,Condominium (Corner),fully,3,1,True,1574.0
45372,Desa ParkCity,920000,1.0,2.0,Condominium (Corner),fully,2,0,True,969.0
45373,Desa ParkCity,1300000,2.0,2.0,Condominium (EndLot),fully,3,0,False,1389.0
45374,KLCC,2450000,2.0,1.0,Serviced Residence,fully,2,0,False,1103.0
45379,KLCC,1238000,2.0,1.0,Condominium,partly,2,0,False,736.0
45380,Setapak,515000,2.0,2.0,Serviced Residence,partly,3,1,False,1059.0
45383,Mont Kiara,1200000,2.0,2.0,Condominium,unknown,3,0,False,1200.0
45385,Mont Kiara,1250000,4.0,2.0,Condominium,partly,3,1,False,2002.0
45386,Ampang Hilir,1000000,2.0,1.0,Serviced Residence,unfurnished,2,0,False,941.0
45387,Bukit Jalil,565000,1.0,1.0,Serviced Residence,fully,1,1,False,667.0
45388,Sri Petaling,490000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,900.0
45389,Bukit Bintang,1400000,2.0,1.0,Serviced Residence (Corner),fully,3,0,True,1600.0
45390,City Centre,630000,3.0,1.0,Condominium (EndLot),partly,3,1,False,1480.0
